505.0,513.0,350.0,539.5,500.0,420.0,515.0,471.5,470.0
556.0,553.5,430.0,539.5,560.5,360.0,496.0,570.5,490.0
555.5,651.0,430.0,539.5,644.5,380.0,510.0,570.0,490.0
580.5,630.5,410.0,543.5,654.5,350.0,510.5,646.0,510.0
587.0,579.5,410.0,560.5,670.0,330.0,626.5,654.5,490.0
654.5,588.0,410.0,536.5,668.0,440.0,650.0,650.0,430.0
658.0,653.5,330.0,648.0,697.0,420.0,665.0,650.0,350.0
655.0,650.0,410.0,633.5,700.0,420.0,672.0,662.0,350.0
659.0,650.0,410.0,630.0,691.0,440.0,697.0,650.0,350.0
667.0,650.0,390.0,629.5,690.0,420.0,704.5,650.0,360.0
670.0,650.0,390.0,656.0,701.0,420.0,710.0,668.0,420.0
670.0,650.0,390.0,686.0,710.0,420.0,701.5,690.0,400.0
670.0,650.0,490.0,696.0,710.0,390.0,706.5,690.0,430.0
674.5,650.0,490.0,690.0,710.0,350.0,701.0,690.0,430.0
638.0,653.0,390.0,687.0,710.0,410.0,715.0,690.0,460.0
690.0,652.0,390.0,696.5,710.0,330.0,715.5,690.0,490.0
681.0,650.0,490.0,691.0,712.5,310.0,710.0,686.0,460.0
677.0,650.0,490.0,695.5,703.0,310.0,710.0,670.0,480.0
672.0,655.5,490.0,695.5,700.0,310.0,710.0,670.0,480.0
690.0,660.0,490.0,700.0,700.0,410.0,710.0,670.0,460.0
690.0,660.0,390.0,700.0,700.0,410.0,708.0,670.0,460.0
690.0,660.0,490.0,700.0,701.0,310.0,675.0,670.0,460.0
690.0,670.5,490.0,700.0,708.5,390.0,694.0,670.0,400.0
690.0,690.0,490.0,700.0,701.5,390.0,716.5,670.0,460.0
690.0,690.0,490.0,700.0,710.0,390.0,688.5,670.0,440.0
687.0,690.0,490.0,706.5,710.0,390.0,680.0,670.0,440.0
699.5,690.0,490.0,710.0,710.0,390.0,683.0,670.0,460.0
700.0,680.5,490.0,684.5,710.0,390.0,710.0,670.0,460.0
700.0,686.0,390.0,704.0,707.0,440.0,710.0,676.0,480.0
700.0,680.0,540.0,706.0,710.0,360.0,710.0,674.5,480.0
700.0,682.5,390.0,707.5,710.0,440.0,710.0,670.0,460.0
700.0,680.0,390.0,710.0,710.0,440.0,710.0,670.0,460.0
