358.0,460.0
496.0,506.0
500.0,538.0
564.0,484.0
580.0,468.0
564.0,520.0
540.0,550.0
574.0,580.0
582.0,600.0
610.0,620.0
610.0,620.0
610.0,620.0
614.0,640.0
628.0,640.0
620.0,640.0
620.0,658.0
666.0,670.0
670.0,670.0
670.0,670.0
670.0,670.0
670.0,670.0
670.0,670.0
670.0,670.0
670.0,670.0
670.0,646.0
670.0,640.0
670.0,640.0
670.0,640.0
660.0,644.0
660.0,650.0
666.0,650.0
670.0,650.0
662.0,650.0
664.0,650.0
660.0,650.0
668.0,650.0
670.0,652.0
670.0,672.0
670.0,656.0
670.0,648.0
670.0,680.0
670.0,680.0
660.0,674.0
690.0,668.0
688.0,662.0
698.0,650.0
698.0,662.0
710.0,680.0
698.0,680.0
698.0,680.0
710.0,680.0
710.0,680.0
698.0,680.0
692.0,680.0
700.0,680.0
700.0,680.0
700.0,680.0
700.0,680.0
700.0,680.0
696.0,680.0
690.0,680.0
690.0,680.0
690.0,680.0
690.0,680.0
700.0,680.0
700.0,680.0
700.0,680.0
694.0,680.0
698.0,680.0
698.0,680.0
702.0,680.0
690.0,680.0
690.0,680.0
694.0,680.0
690.0,672.0
690.0,664.0
698.0,680.0
710.0,680.0
694.0,680.0
710.0,680.0
694.0,680.0
690.0,680.0
698.0,682.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,692.0
710.0,676.0
710.0,660.0
710.0,700.0
710.0,692.0
710.0,700.0
702.0,700.0
700.0,700.0
700.0,700.0
700.0,704.0
700.0,708.0
700.0,708.0
700.0,708.0
700.0,700.0
700.0,700.0
700.0,700.0
702.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,700.0
710.0,704.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,712.0
710.0,716.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,712.0
710.0,704.0
710.0,712.0
710.0,720.0
710.0,720.0
710.0,704.0
710.0,720.0
710.0,700.0
710.0,720.0
710.0,708.0
710.0,704.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
710.0,720.0
