480.0,444.0,510.0,602.0,468.0,481.0,532.0
490.0,529.0,455.0,592.0,436.0,562.0,507.0
503.0,569.0,556.0,518.0,493.0,596.0,430.0
509.0,584.0,548.0,487.0,546.0,537.0,422.0
542.0,564.0,541.0,452.0,559.0,534.0,568.0
585.0,617.0,580.0,533.0,555.0,568.0,571.0
574.0,607.0,544.0,597.0,504.0,530.0,668.0
560.0,660.0,572.0,601.0,458.0,535.0,678.0
558.0,604.0,593.0,643.0,495.0,506.0,679.0
558.0,572.0,670.0,641.0,532.0,572.0,690.0
586.0,561.0,672.0,596.0,530.0,615.0,657.0
594.0,572.0,700.0,637.0,530.0,584.0,654.0
613.0,614.0,710.0,614.0,584.0,655.0,652.0
628.0,680.0,698.0,625.0,598.0,690.0,644.0
620.0,680.0,690.0,646.0,630.0,720.0,662.0
620.0,653.0,668.0,676.0,630.0,720.0,709.0
620.0,671.0,650.0,700.0,632.0,720.0,718.0
636.0,680.0,644.0,692.0,680.0,720.0,713.0
640.0,680.0,663.0,690.0,672.0,720.0,676.0
638.0,658.0,670.0,690.0,660.0,720.0,675.0
632.0,693.0,670.0,690.0,660.0,700.0,670.0
690.0,720.0,670.0,690.0,660.0,700.0,682.0
670.0,710.0,667.0,690.0,660.0,674.0,720.0
678.0,700.0,670.0,690.0,660.0,675.0,720.0
708.0,700.0,670.0,690.0,660.0,686.0,720.0
710.0,704.0,693.0,690.0,660.0,688.0,720.0
710.0,712.0,670.0,690.0,660.0,720.0,720.0
710.0,704.0,695.0,665.0,660.0,720.0,720.0
705.0,720.0,710.0,690.0,660.0,720.0,720.0
700.0,720.0,693.0,700.0,660.0,677.0,709.0
696.0,720.0,641.0,700.0,660.0,680.0,680.0
693.0,720.0,690.0,700.0,660.0,680.0,680.0
698.0,718.0,684.0,700.0,660.0,680.0,684.0
690.0,700.0,665.0,701.0,690.0,678.0,720.0
690.0,700.0,710.0,710.0,700.0,680.0,695.0
697.0,700.0,710.0,710.0,692.0,680.0,670.0
700.0,700.0,710.0,710.0,686.0,680.0,710.0
700.0,700.0,710.0,710.0,698.0,680.0,720.0
700.0,665.0,710.0,710.0,694.0,680.0,720.0
700.0,688.0,687.0,710.0,680.0,680.0,713.0
700.0,680.0,690.0,710.0,680.0,680.0,680.0
700.0,680.0,690.0,664.0,698.0,677.0,680.0
700.0,680.0,690.0,670.0,700.0,670.0,694.0
700.0,680.0,690.0,678.0,680.0,670.0,686.0
700.0,680.0,690.0,670.0,680.0,670.0,680.0
700.0,680.0,690.0,670.0,680.0,679.0,680.0
700.0,680.0,690.0,670.0,680.0,680.0,680.0
700.0,680.0,690.0,670.0,680.0,680.0,680.0
700.0,680.0,690.0,670.0,694.0,680.0,680.0
700.0,680.0,690.0,670.0,680.0,680.0,680.0
700.0,680.0,690.0,670.0,680.0,680.0,680.0
